what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.stp.im.runtime,1.0.0.201002010854,"org.eclipse.stp.im.runtime",1284681455341
stopped,bundle,org.eclipse.tptp.monitoring.instrumentation.ui,4.4.201.v200908220100,"org.eclipse.tptp.monitoring.instrumentation.ui",1284681455341
stopped,bundle,org.eclipse.tptp.monitoring.managedagent.jmx,4.4.300.v200905160100,"org.eclipse.tptp.monitoring.managedagent.jmx",1284681455341
stopped,bundle,org.eclipse.tptp.monitoring.managedagent.ui,4.4.200.v201002100300,"org.eclipse.tptp.monitoring.managedagent.ui",1284681455341
stopped,bundle,org.eclipse.tptp.trace.arm.ui,4.3.300.v200908220100,"org.eclipse.tptp.trace.arm.ui",1284681455341
stopped,bundle,org.eclipse.tptp.platform.instrumentation.ui,4.3.200.v200905160100,"org.eclipse.tptp.platform.instrumentation.ui",1284681455341
stopped,bundle,org.eclipse.tptp.platform.profile.server.wst,4.3.301.v201002100300,"org.eclipse.tptp.platform.profile.server.wst",1284681455341
stopped,bundle,org.eclipse.tptp.platform.profile.server.core,4.2.200.v201002100300,"org.eclipse.tptp.platform.profile.server.core",1284681455341
stopped,bundle,org.eclipse.tptp.platform.jvmti.client,4.4.301.v201001282132,"org.eclipse.tptp.platform.jvmti.client",1284681455341
stopped,bundle,org.eclipse.tptp.platform.probekit.launch,4.4.300.v201002100300,"org.eclipse.tptp.platform.probekit.launch",1284681455341
stopped,bundle,org.eclipse.hyades.probekit.ui,4.1.501.v201002100300,"org.eclipse.hyades.probekit.ui",1284681455341
stopped,bundle,org.eclipse.hyades.probekit,4.2.504.v201001282132,"org.eclipse.hyades.probekit",1284681455341
stopped,bundle,org.eclipse.tptp.test.tools.junit.plugin,4.5.1.v201001111000,"org.eclipse.tptp.test.tools.junit.plugin",1284681455341
stopped,bundle,org.eclipse.hyades.test.tools.ui,4.6.2.v201002100300,"org.eclipse.hyades.test.tools.ui",1284681455341
stopped,bundle,org.eclipse.tptp.test.recorders.url,4.6.2.v200912231900,"org.eclipse.tptp.test.recorders.url",1284681455341
stopped,bundle,org.eclipse.hyades.test.tools.core,4.5.2.v201002100300,"org.eclipse.hyades.test.tools.core",1284681455341
stopped,bundle,org.eclipse.hyades.test.ui.extensions,4.5.2.v201002100300,"org.eclipse.hyades.test.ui.extensions",1284681455341
stopped,bundle,org.eclipse.hyades.test.ui,4.2.702.v201002100300,"org.eclipse.hyades.test.ui",1284681455341
stopped,bundle,org.eclipse.hyades.test.core,4.5.2.v201002100300,"org.eclipse.hyades.test.core",1284681455341
stopped,bundle,org.eclipse.tptp.trace.jvmti.client,4.4.302.v200912241900,"org.eclipse.tptp.trace.jvmti.client",1284681455341
stopped,bundle,org.eclipse.hyades.trace.views,4.1.602.v201002100300,"org.eclipse.hyades.trace.views",1284681455341
stopped,bundle,org.eclipse.tptp.monitoring.managedagent,4.4.200.v200906091631,"org.eclipse.tptp.monitoring.managedagent",1284681455341
stopped,bundle,org.eclipse.tptp.platform.integration.pde,4.4.200.v200906191311,"org.eclipse.tptp.platform.integration.pde",1284681455341
stopped,bundle,org.eclipse.hyades.trace.ui,4.5.2.v201002100300,"org.eclipse.hyades.trace.ui",1284681455387
